name,id,primary_economy,x,y,z,population,edsm_id,needs_permit
LHS 1832,11866,High Tech,80.375,-44.0625,6.84375,15022672,8151,0
LHS 1914,11876,Agriculture,9.84375,26.15625,-72.46875,3985512077,9958,0
LHS 20,11888,High Tech,11.1875,-37.375,-31.84375,9500553,837,0
LHS 2037,11895,High Tech,33.78125,7.25,-14.5,14933146,6777,0
LHS 2088,11899,High Tech,-23.3125,25.71875,-28.34375,22153691,11598,0
LHS 21,11901,High Tech,-18.21875,-12.78125,-55.375,5908226,10622,0
LHS 2106,11902,High Tech,35.65625,11.4375,-13.34375,9378802,16799,0
LHS 215,11905,High Tech,-20.59375,13.28125,-18.3125,12545731,19906,0
LHS 2260,11922,High Tech,12.875,46.625,-26.75,24468173,14106,0
LHS 235,11933,High Tech,23.5,1.25,-17.125,10899354,19765,0
LHS 262,11952,High Tech,-6.90625,22.875,-23.8125,17343115,11489,0
LHS 2637,11954,High Tech,-22.5625,74.6875,-15.53125,10994266,19505,0
LHS 2651,11955,High Tech,-22.84375,60.375,-13.8125,9091706,14267,0
LHS 2687,11958,Agriculture,-61.15625,83.3125,-35.0625,2210471093,3978,0
LHS 2771,11964,High Tech,-5.78125,64.09375,10.5625,4499671,11492,0
LHS 28,11967,High Tech,-18.0625,5.8125,-40.1875,17404827,13384,0
LHS 2875,11972,High Tech,14.71875,68.21875,43.3125,11562405,1554,0
LHS 2931,11978,High Tech,-25.09375,68.15625,14.625,8882856,4552,0
LHS 2936,11979,High Tech,-31.6875,55.5625,0.5,26115169,12474,0
LHS 2995,11983,High Tech,-5.9375,50.96875,32.0625,8314816,16810,0
LHS 3067,11993,Extraction,-4.625,59.46875,59.375,2781943,18251,0
LHS 3295,12007,High Tech,27.03125,-15.96875,25.1875,20302101,16262,0
LHS 3447,12024,Agriculture,-43.1875,-5.28125,56.15625,1148206412,13153,0
LHS 350,12028,High Tech,-1.46875,44.59375,5.75,5919821,1817,0
LHS 3505,12029,High Tech,-33.96875,-12.40625,36.9375,34379101,14037,0
LHS 3531,12033,Colony,1.4375,-11.1875,16.78125,750000,6651,0
LHS 355,12035,High Tech,1.09375,46.15625,9.71875,43418433,4885,0
LHS 3564,12036,High Tech,-61.5625,-32.25,53.46875,12037454,17252,0
LHS 3577,12037,High Tech,-40.59375,0.625,3.96875,16066067,12138,0
LHS 3589,12039,High Tech,-60.40625,-12.5,21.25,24247958,17716,0
LHS 3666,12046,High Tech,6.96875,-59,56.96875,10893008,8996,0
LHS 3885,12069,High Tech,-7.03125,-24.28125,8.90625,17142721,18428,0
LHS 4046,12085,High Tech,-36.6875,-72.84375,-0.3125,5143367,13733,0
LHS 411,12088,Refinery,-13.125,23.59375,18.625,650060,3145,0
LHS 450,12095,Colony,-12.40625,7.8125,-1.875,588598,1471,0
LHS 6031,12125,Agriculture,11.3125,0.15625,29.03125,1273807644,7942,0
LHS 6309,12133,Agriculture,-33.5625,33.125,13.46875,14460601210,10683,0
Li Chul,12152,Agriculture,120.03125,60.21875,44.71875,431533533,6758,0
Li Hai,12153,Extraction,-108.8125,-84.9375,-98.75,4375334,10177,0
Li Jungu,12156,Extraction,-0.09375,-59.25,120.5,4996069,5537,0
Liabeze,12172,Extraction,72.46875,-121.5,26.21875,8500000,11255,0
Liaedin,12173,Extraction,-32.03125,-5.8125,38.125,52999999,10533,0
Lida,12181,Extraction,-96.03125,-23.28125,118.90625,2179169,9433,0
Lidpar,12184,High Tech,-64.0625,-53.96875,-13.8125,8613845,17770,0
Likohochna,12198,Extraction,113.21875,21.59375,-55.96875,3300968,14144,0
Lileni,12200,High Tech,-11.34375,-136,-13.75,36330198,3540,0
Limapa,12203,High Tech,-46.3125,-44.03125,105.53125,5031605,7103,0
Liu Baja,12214,Extraction,-52.6875,0.46875,36.6875,9409602,6333,0
Liu Di,12221,High Tech,61.40625,-141.21875,15.96875,9398745,5907,0
Liu Huang,12224,High Tech,-87.4375,54.28125,-73.4375,7389420,3360,0
Liu Xingga,12229,Agriculture,11.3125,-76.53125,-79.96875,730736023,5725,0
Liu Yines,12233,High Tech,124.25,19.21875,-55.40625,6744713,13134,0
Llyr,12237,High Tech,50.125,-40.96875,43.0625,6617289,2985,0
LO Pegasi,12239,High Tech,-73.25,-28.09375,19.75,6885044,4165,0
Lohan,12255,Extraction,133.21875,-62.1875,57.5,2774160,9182,0
Loharii,12256,High Tech,-64.84375,46.6875,-78.6875,7495178,1037,0
Lombor,12274,Agriculture,-55.0625,-69.53125,-14,2956976652,5278,0
Loperada,12283,High Tech,-102.78125,97.40625,-4.0625,12276772,12416,0
Lorden,12293,High Tech,13.34375,-84.8125,-4.8125,7027640,417,0
Lotia,12296,Extraction,-65.625,92.9375,0.375,1602005,18661,0
LP 102-320,12317,Tourism,-60.625,35.125,3.21875,504269,13571,0
LP 128-32,12321,High Tech,-17.34375,68.03125,-41.5,8116706,10610,0
LP 205-44,12333,High Tech,-4.125,8.875,-34.90625,21584240,2780,0
LP 298-52,12356,Agriculture,-34.65625,-32.78125,-66.15625,2028659522,15516,0
LP 302-22,12357,Agriculture,-18.875,-17.0625,-79.6875,2605421125,4322,0
LP 339-7,12367,Refinery,-70.0625,-8.28125,27.90625,18860097527,10833,0
LP 347-5,12369,Agriculture,-49.53125,-27.6875,-14.96875,4200282454,4000,0
LP 377-78,12383,Agriculture,5.96875,81.21875,3.875,3008914053,8205,0
LP 390-16,12386,High Tech,-32.3125,14.28125,24.375,10713427,11163,0
LP 417-213,12395,Agriculture,9.4375,-9.5,-55.125,2707854866,13495,0
LP 564-39,12431,Military,-17.9375,47.625,56.21875,522930,5401,0
LP 580-33,12434,High Tech,-48.8125,-50.9375,16.75,18389111,10815,0
LP 60-205,12440,High Tech,-31.96875,46.84375,-50.375,4622696,12289,0
LP 685-43,12458,High Tech,-13.40625,32.46875,67.1875,10858343,1429,0
LP 715-52,12467,High Tech,13.96875,-20.3125,-26.53125,7538107,19606,0
LP 751-1,12477,Agriculture,-22.84375,-9.34375,56.25,1110428392,5441,0
LP 849-20,12503,Agriculture,78.71875,50.21875,1.0625,5969628274,5553,0
LP 861-12,12505,High Tech,12.3125,23.1875,61.125,27943697,10659,0
LP 863-19,12507,Agriculture,4.75,14.0625,85.53125,536078685,4793,0
LP 888-62,12515,High Tech,49.5,-95.6875,-44.65625,13871859,7005,0
LP 906-9,12518,High Tech,43.4375,25.78125,6.5625,15150700,8250,0
LP 908-11,12520,High Tech,42.84375,25.34375,16.9375,13470401,15690,0
LP 940-115,12530,High Tech,35.21875,-120.09375,-8.78125,4350641,1284,0
LPM 229,12536,Colony,78.34375,-42.96875,-2.21875,733934,13631,0
LTT 11244,12557,Agriculture,-4.1875,-36.65625,-57.09375,3310711979,3846,0
LTT 11478,12561,Agriculture,12.1875,-38.8125,-91.125,5886931717,15843,0
LTT 12294,12575,High Tech,71.125,54.75,-72.8125,6568847,17076,0
LTT 12360,12576,High Tech,46.03125,40.03125,-48.03125,8859003,1889,0
LTT 1289,12587,Agriculture,120.40625,-115.21875,52.40625,12319565415,1245,0
LTT 13125,12590,Agriculture,-43.09375,86.875,-48.90625,10896065831,7561,0
LTT 13415,12593,Extraction,36.375,86.9375,7.5,1870489,7872,0
LTT 1349,12595,High Tech,17.15625,-66.96875,-29.3125,12189323,9514,0
LTT 14019,12602,High Tech,-38.375,66.25,-12.96875,8090342,8408,0
LTT 14094,12603,Refinery,-35.46875,85.71875,0.9375,623256,9417,0
LTT 14850,12615,High Tech,-24,51.3125,63.28125,12230952,18281,0
LTT 1509,12621,High Tech,53.875,-82.625,-12.4375,23296216,8533,0
LTT 15278,12623,High Tech,-63.71875,35.8125,85.0625,8632299,917,0
LTT 1598,12636,High Tech,38.53125,-79.1875,-35.84375,150326943,2869,0
LTT 16548,12649,High Tech,-81.125,-68.21875,23.125,5762065,15200,0
LTT 17102,12655,High Tech,-73.84375,16.5625,-45.59375,13381716,4253,0
LTT 17156,12657,High Tech,-52.03125,-44.4375,-32.78125,20454988,9084,0
LTT 17817,12661,Agriculture,95.125,-61.34375,29.5625,3481721758,10589,0
LTT 1798,12663,High Tech,39.1875,-72.9375,-49.28125,11641625,15255,0
LTT 1873,12669,High Tech,104.28125,-127.1875,-49.21875,914848339,19438,0
LTT 2337,12680,High Tech,90.4375,-57.625,3.21875,11030430,13642,0
LTT 2513,12684,High Tech,65.34375,-22.5625,-72.5,4732949,11000,0
LTT 3607,12707,Agriculture,67.4375,-1.4375,11.0625,7634883880,8828,0
LTT 3686,12708,Extraction,77.40625,63.5625,-31.4375,1554508,19558,0
LTT 377,12711,High Tech,4.84375,-63.3125,5.21875,24531640,10061,0
LTT 4337,12723,Agriculture,93.03125,35.5625,32.96875,6275183141,2645,0
LTT 4772,12743,Agriculture,50.78125,63.21875,26.53125,3352533936,13767,0
LTT 4961,12749,High Tech,91.375,13.375,62.59375,9052246,3135,0
LTT 5013,12750,High Tech,85.875,24.09375,62.1875,3787383,7461,0
LTT 518,12754,Extraction,52,-164.5625,29.9375,4495325,12439,0
LTT 537,12759,High Tech,93.90625,-141.125,58.15625,12954189,8076,0
LTT 5659,12765,Extraction,90.15625,-40,67.28125,1940526,5339,0
LTT 5673,12766,Agriculture,85.28125,-6.25,80.5625,2192843675,15375,0
LTT 5855,12768,Extraction,29.03125,45.0625,61.40625,6364154,5573,0
LTT 6563,12786,High Tech,-6.59375,31.78125,67.15625,8357501,12850,0
LTT 6714,12791,High Tech,35.71875,-0.28125,109.34375,5208044,629,0
LTT 7488,12805,High Tech,32.3125,-44.0625,100.375,16849229,12559,0
LTT 7548,12808,High Tech,-35.6875,-12.21875,77.4375,19918087,13390,0
LTT 8001,12817,Extraction,-47.125,-47.65625,88.09375,6759585,449,0
LTT 8260,12821,Extraction,-3.625,-74.25,88.03125,2953001,1821,0
LTT 874,12831,Agriculture,70.875,-134.96875,24.78125,3824623942,19588,0
LTT 9097,12841,High Tech,25.3125,-82.5625,55.21875,8705939,17461,0
LTT 911,12843,Service,40.1875,-92.3125,8.5,150000000,17079,0
LTT 9156,12846,High Tech,9.9375,-65.65625,39.15625,9085852,12051,0
LTT 9455,12857,High Tech,-15.71875,-64.9375,19.53125,22544984,13568,0
LTT 9663,12866,Terraforming,32.25,-99.40625,44.09375,652006,472,0
Lu Dis,12883,Extraction,93.625,-11.8125,-130.03125,2862103,9799,0
Lu Pardan,12892,High Tech,-28.34375,7.78125,-115.71875,5547737,5583,0
LU Velorum,12899,High Tech,49.875,5.875,4.3125,17231730,14832,0
Lugul,12931,Extraction,-69.125,70.8125,-42.34375,1511510,11568,0
Lulus,12939,Terraforming,47.4375,-206.0625,84.78125,200838381,3655,0
Lumastya,12945,High Tech,81.8125,-154.53125,63.1875,8038553,5811,0
Lundji,12951,Industrial,56.4375,65.28125,121.09375,4565096,11108,0
Lung,12953,Refinery,3.71875,-6.53125,-13.53125,608020,4466,0
Lunguni,12956,Extraction,-77.1875,-123.84375,-107.375,3086445,17589,0
Luso,12964,Extraction,-120.375,24.3125,31.15625,2210763,17951,0
Luvalla,12972,High Tech,-110.78125,35.34375,-107.9375,8268114,1743,0
Lwen,12983,High Tech,-50.34375,-28.3125,87.53125,28251310,15855,0
Lwena,12984,High Tech,141.78125,-148.4375,-3.625,9244340,11938,0
Lwendecht,12985,Extraction,94.0625,-255.21875,53.375,3878077,12230,0
Mabe,13002,High Tech,-5.0625,46.28125,62.1875,20741309,6436,0
Machola,13026,Refinery,125.75,-61.375,-66.96875,600118,11872,0
Macuayan,13035,High Tech,51.625,-101.1875,101.34375,12659503,2439,0
Madngeri,13041,Agriculture,-36.71875,10.9375,-93.25,1865709543,2214,0
Madyanmana,13050,Agriculture,-89.1875,-6.59375,92.53125,1627287685,13911,0
Mafthruthin,13058,Agriculture,-16.8125,72.25,108.65625,283519804,19130,0
Magali,13060,Agriculture,-76.34375,66.90625,-86.0625,1196559011,13523,0
Magec,13062,Extraction,-32.875,36.15625,15.5,500000,22,0
Maikpod,13106,Extraction,52.375,-227.0625,88.3125,11966090,740,0
Maiku,13107,High Tech,95.03125,-81.65625,-39.40625,23637176,12499,0
Maker,13126,Extraction,157.875,-207.625,33.84375,6702198,5203,0
Maljenni,13173,High Tech,61.34375,38.71875,17,7485867,15524,0
Manarato,13196,Extraction,-91.84375,64.9375,-38.5,3301789,7322,0
Mandhrithar,13210,Agriculture,63.625,-31.40625,67.28125,14097712635,6164,0
Mandigo,13211,Extraction,139.5,-133.125,-55.21875,3964079,729,0
Mandjindja,13218,Extraction,-92.78125,106.5,109.9375,1925978,10574,0
Mangwe,13231,Agriculture,99.46875,-3.25,25.71875,1811912238,20026,0
Manten,13268,Extraction,45.53125,16.1875,-119.75,1936912,5257,0
Maorsi,13287,High Tech,17.34375,-126.6875,40.5,16932954,540,0
Mapor,13291,High Tech,-54.03125,-75.46875,142.59375,7930659,15509,0
Maria Bhuti,13315,Extraction,60.03125,-240.96875,41.15625,8333124,12833,0
Maridal,13327,High Tech,-53.78125,-22.375,39.09375,27327665,533,0
Maridwyn,13329,Agriculture,90.46875,16.40625,21.625,4058041572,19670,0
Mariga,13330,Extraction,42.34375,-174.71875,101.84375,3872912,17549,0
Marimpt,13334,Extraction,-49.90625,-119.625,50.90625,1777607,14518,0
Mariyacoch,13344,Agriculture,-64.28125,-41.78125,27.9375,1546534061,14132,0
Marralteki,13362,Agriculture,-56.03125,80.1875,72.46875,1103560507,14644,0
Martio,13369,Refinery,151.84375,-85.09375,26.25,618149,2784,0
Matec,13389,Extraction,62.84375,-118.78125,-10.5625,3499828,2394,0
Matikuoluk,13394,Agriculture,25.15625,-44.9375,73.15625,2469634652,3246,0
Matucae,13405,Extraction,98.90625,-170.625,19.15625,594705,10669,0
Matyar,13412,Terraforming,69.25,113.0625,58.1875,154009604,15364,0
Mau,13413,Agriculture,-19.875,24.875,-119.9375,386846268,16345,0
Mazahuanses,13440,High Tech,59.4375,-24.28125,17,19844236,3722,0
Mbegua,13454,Extraction,136.4375,-133.3125,86.90625,3282909,5936,0
MCC 460,13483,Agriculture,-61.53125,33.65625,-95.28125,3665079116,10769,0
Mechucos,13515,Extraction,67.03125,39.59375,-70.09375,4369666,9617,0
Medui,13522,Extraction,82.9375,-222.875,21.03125,4274560,7796,0
Medungni,13523,High Tech,42.40625,-11.3125,131.59375,7768311,1875,0
Meeneratii,13537,Extraction,141.34375,-9.28125,10.15625,114311671,10410,0
Mehet,13540,High Tech,33.71875,12.4375,72.5,12164394,13005,0
Mehime,13541,Extraction,43.625,-80.0625,80.75,4547126,19694,0
Mehuenomici,13553,High Tech,83.28125,-81.28125,56.78125,11918656,12182,0
Mehurs,13554,Agriculture,-95.96875,-74.0625,59.84375,650520282,1307,0
Meidubi,13559,Agriculture,-2.21875,-8.84375,76.6875,6155722022,3115,0
Meinjhalara,13561,High Tech,-66.375,73.6875,-16.5625,18866364,14138,0
Meliontit,13574,High Tech,67.34375,-136.625,-2.84375,13061459,1113,0
Merungas,13613,Extraction,4.46875,97.5625,98.0625,2742833,10117,0
Metzili,13620,Agriculture,-7.65625,-46.8125,-56.65625,6096025764,10647,0
Mike,13643,Refinery,-12.25,-130.71875,-10.84375,780256,6287,0
Mikir,13647,Refinery,42.375,-3.53125,0.5625,1614376,14055,0
Mildanji,13655,High Tech,131.125,77.78125,-97.78125,31328039,6570,0
Millese,13665,High Tech,15.25,20.25,56.03125,4112757,5499,0
Mimurtudji,13671,Agriculture,50.53125,123.15625,24.75,1635732114,19446,0
Minagnaiwa,13676,Extraction,59.5,35.1875,-99.65625,8499195,1796,0
Minanes,13677,High Tech,69.875,-143.5625,36.75,21301292,7266,0
Minerva,13684,High Tech,-22.0625,-64.9375,-15.125,25000000,5533,0
Mingin,13688,Extraction,-87.9375,106,149.09375,1865836,11461,0
Minot,13696,Agriculture,81.84375,30.40625,20.4375,1119255155,8314,0
Miquit,13703,Agriculture,42.9375,-149.875,48.40625,12623766660,2628,0
Miwobo Kuki,13750,Extraction,-35.25,-166.71875,61.90625,5548405,19697,0
Mizar,13753,High Tech,-36.25,72.8125,-15.46875,139831219,817,0
Moirai,13776,Extraction,34.3125,-44,-15.59375,750000,7450,0
Mombou,13794,Extraction,-21.875,5.75,-158.34375,2053390,17604,0
Montovici,13820,Agriculture,92.40625,57.5625,-41.15625,850543302,18937,0
Mopaditis,13828,High Tech,63.0625,-67.78125,102.875,15313034,10393,0
Morana,13837,Agriculture,92.53125,-95.59375,11.34375,4199999,6411,0
Moros,13854,High Tech,-45.96875,17.375,-31.3125,27291091,19309,0
Morrina,13862,Agriculture,-97.65625,81.96875,0.4375,944180256,6728,0
Morronii,13863,Extraction,-56.53125,-79.59375,71.09375,4238113,9989,0
Mu Gong,13891,Extraction,126.1875,-141.4375,107.40625,794229149,12221,0
Mu Koji,13894,Agriculture,124.65625,-24.71875,62.46875,1107556462,4803,0
Muang,13907,Extraction,17.03125,-172.78125,-3.46875,6245259,19928,0
Mudrama Kaze,13911,High Tech,97.9375,-110.5625,-54.1875,19542352,18594,0
Mundjiga,13953,High Tech,32.75,-95.625,32.53125,8760321,13337,0
Munfayl,13955,High Tech,-24.15625,-86.15625,2.53125,7500000,10760,0
Munshin,13956,Extraction,101.65625,-111.3125,39.1875,150000000,15277,0
Muracing,13958,High Tech,-78.6875,79.4375,64.75,13813223,11369,0
Murato,13963,High Tech,91.53125,-99.53125,66.5625,8433088,9143,0
Muruidooges,13971,Extraction,164.25,-91.15625,-41.84375,3038822,16359,0
Mutpuri,13990,Extraction,88.0625,-172.8125,136.71875,6794313,13299,0
MV Virginis,13995,Extraction,34.6875,66.46875,63.71875,2232501,10854,0
Na Chem,14008,High Tech,3.34375,64.03125,76.21875,7393410,9739,0
Naduninda,14014,Extraction,145.90625,18.5,72.1875,3979829,3149,0
Nagnutli,14041,Extraction,144.78125,-20.15625,46.90625,1770201,10770,0
Nahua,14043,High Tech,27.71875,-119.625,45.625,39032882,13346,0
Nahuaru,14045,High Tech,46.34375,7.5,143.59375,6053545,7866,0
Nahuatl,14046,Agriculture,65.25,-85.75,-6.15625,3358196556,9469,0
Naits,14060,High Tech,-59.625,-42.5625,20.3125,4570898,8532,0
Namaka,14074,Refinery,-25.125,86.0625,3.15625,703770,13487,0
Namat,14078,Extraction,55.75,-187.46875,90.21875,10961944,14811,0
Namba,14081,Refinery,-5.125,-154.21875,-12.5,798467,14453,0
Nan Wera,14096,Extraction,76.96875,-104.9375,127.46875,4302608,18696,0
Nanabozho,14100,High Tech,22.9375,-35.75,24.15625,4488711,14658,0
Nandjabinja,14120,High Tech,6.375,-4.46875,-63.96875,3457395,17659,0
Nandovices,14124,Extraction,123,-118.65625,40.25,7422991,17019,0
Nang Di,14126,High Tech,93.6875,-77.78125,131,18634338,11499,0
Nankul,14137,High Tech,-72.21875,-55.71875,17.96875,6879578,19548,0
Nantiates,14145,Refinery,-98.21875,-69.3125,50.0625,502248,9054,0
Napitic,14151,Refinery,-99.40625,83.84375,39.90625,505718,8105,0
Naren,14174,Agriculture,-47.46875,-18.78125,-114.28125,8082368016,17358,0
Narvert,14190,Extraction,-112.40625,-67.96875,-86.53125,3533130,9063,0
Naunei,14214,Agriculture,100.75,-62.625,10.75,12293088549,8007,0
Neche,14269,High Tech,63.6875,12.90625,-13.09375,8456407,9480,0
Negidals,14282,Agriculture,-63.8125,-28.25,76.1875,1291874825,19611,0
Nehet,14293,High Tech,81.5,-116.46875,37.03125,10558480,10372,0
Nemehi,14302,Agriculture,19.40625,-9.96875,39.46875,16244038343,6372,0
Nervi,14325,High Tech,-74.75,-72.71875,35.84375,7531412,9277,0
Neto,14333,High Tech,-41.1875,7.65625,36.3125,6856902,18766,0
Ngadjuk,14345,Extraction,150.40625,-95.5625,113.78125,4571594,13558,0
Ngaiawang,14347,High Tech,62.375,-89.90625,-13,22982724,7429,0
Ngalkin,14364,High Tech,51.3125,-50.71875,33.1875,4721045,19256,0
Ngandins,14374,High Tech,72.09375,50.8125,119.90625,8664461,16020,0
Nganji,14382,High Tech,-24.59375,36.84375,-132.09375,50165500,5449,0
Ngarabal,14383,High Tech,-40.625,-135.4375,7.03125,5422931,13126,0
Ngartha,14399,Industrial,-132.25,-78.84375,24.84375,7587443,19280,0
Ngobe,14428,Extraction,-7.84375,-124.09375,-164.09375,6987557,10161,0
Ngugirawa,14451,Extraction,11.09375,13.125,100.0625,7909962,13575,0
Ngulungbara,14453,High Tech,-1.9375,-240.875,35.09375,9277793,7137,0
Niaba,14470,Agriculture,78.34375,-30.65625,95.25,419192427,686,0
Nidayiman,14487,Extraction,-10.40625,-147.0625,-76.09375,2975323,9409,0
Nijuna,14499,Refinery,41.9375,-117.4375,48.21875,1219718,18941,0
Nisgayo,14522,High Tech,-18,-59.90625,47.65625,4736817,8135,0
Niu Lang O,14533,Extraction,78.5,-93.03125,-24.375,4204277,11570,0
Njamissing,14544,Agriculture,134,-142.40625,-23.09375,557988005,2224,0
Njikan,14555,High Tech,-104.78125,3.65625,-20.8125,9458674,13050,0
Njiri,14558,High Tech,93.96875,-96.9375,20.5,17186307,2877,0
Njoere,14562,Extraction,-118.59375,64.03125,-92.25,1510557,15059,0
Njuwar,14585,Agriculture,39.1875,12.5625,69.65625,2982133448,18181,0
NLTT 11599,14596,High Tech,48.78125,-62.09375,-11.71875,15672696,6182,0
NLTT 13249,14599,High Tech,-38.8125,9.3125,-60.53125,4134761,8641,0
NLTT 19808,14612,Agriculture,46.09375,26.78125,-43.71875,12823663949,17446,0
NLTT 2969,14622,High Tech,-69.5625,-25.0625,-46.71875,9598880,6859,0
NLTT 38960,14629,Agriculture,63.3125,25.96875,95.84375,2939561784,4710,0
NLTT 51966,14648,Refinery,-50.40625,-37.875,25.3125,1855343,11407,0
NLTT 52560,14649,High Tech,-98.75,-15.5625,-5.25,12438071,5680,0
NLTT 56379,14654,High Tech,8.5,-97.53125,42.0625,35813945,11468,0
NLTT 57216,14656,Agriculture,-102.96875,-34.53125,-34.59375,6102624714,6363,0
NLTT 7856,14664,Extraction,72.125,-120.71875,6.84375,2665681,15158,0
NLTT 8653,14668,High Tech,44.15625,-101.03125,-20.03125,13499219,2063,0
NLTT 9447,14672,Agriculture,32.625,-96.75,-41.5,7483243405,10744,0
No Chianga,14678,Agriculture,56.59375,72.375,-63.09375,306204086,2897,0
Nogatas,14701,Extraction,15.90625,-99.625,-39.15625,6482422,17314,0
Nora,14724,Extraction,92.65625,-213,82.0625,15147624,1653,0
Nu Goryni,14746,Military,20.125,80.25,-20.1875,578927,17598,0
Nu Kuang,14756,High Tech,34.21875,-94.59375,-126.65625,7551069,12525,0
Nu Tauri,14759,Industrial,8.65625,-62.78125,-98.3125,25666703,979,0
Nungamici,14795,Agriculture,28.4375,-71.5625,90.65625,460080403,6090,0
Nungar,14796,Extraction,97.59375,-16.09375,7.4375,2645597,2115,0
Nut,14808,High Tech,57.90625,-129.5,-67.9375,7732503,17702,0
Nyalayan,14815,Agriculture,29.71875,-172.71875,-6.46875,1920583868,16195,0
Nyororor,14848,High Tech,80.59375,-168.3125,-60.1875,9849563,18387,0
Nyoru,14849,High Tech,8.59375,-63.9375,80.6875,4922164,9235,0
Ochoeng,14885,Agriculture,-139.0625,-2.3125,-6.65625,591919851,14602,0
Oduduro,14900,Agriculture,-7.90625,-23.375,-31.625,24232626557,18806,0
Ogonda,14921,Extraction,199.96875,-109.71875,34.4375,3238317,2641,0
Ogondage,14922,Agriculture,80.21875,64.96875,-36.21875,1325608968,16793,0
Ogunda,14930,Extraction,72.03125,-16.78125,-104.53125,2050735,2652,0
Oisi,14940,High Tech,-44.8125,19.34375,-102.375,6278499,4447,0
Ojibway,14942,Refinery,-37.03125,-21.46875,24.0625,507906,16576,0
Olgrea,14960,Agriculture,-28.125,68.28125,-6.375,2394657254,15691,0
Olwain,14980,Extraction,-35.53125,73.78125,-40.34375,15000000,15307,0
Omagatae,14981,High Tech,-119.53125,-6.9375,-33.15625,20327188,6969,0
Oman,14983,Extraction,-140.15625,37.125,10.6875,2009098,12163,0
Omicron Columbae,14992,High Tech,75.59375,-57.84375,-46.28125,5592822,5855,0
Omicron Ursae Majoris,14994,Extraction,-58.75,105.125,-132.59375,2043158,17236,0
Ongkala,15007,High Tech,-84.8125,91,-10,6284064,2174,0
Onuros,15021,High Tech,151.21875,-35.03125,39.625,45631898,17345,0
Onyaks,15023,Terraforming,11.21875,-117.15625,108.09375,510268,7155,0
Onyaksas,15024,High Tech,-3.28125,-14.71875,-95.5,3752269,2126,0
Opala,15028,Extraction,-25.5,35.25,9.28125,1250000,31,0
Opetes,15033,Extraction,-5.65625,-102.6875,-110.6875,1971776,6054,0
OR Delphini,15043,Agriculture,-100.1875,-34.71875,53.84375,3115474581,13011,0
Orcus,15051,High Tech,11.125,-84.625,79.65625,28782815,19085,0
Oretes,15059,Extraction,-125.65625,-14.09375,-91.21875,1855188,759,0
Orisini,15079,Extraction,105.78125,66.78125,-106.40625,2435630,5452,0
Orulanqui,15095,Agriculture,60.3125,100.25,-25.4375,3094699025,5148,0
Osage,15100,Military,-16.21875,-195.8125,-4.375,536917,4910,0
Oshepra,15115,High Tech,5.21875,43.375,73.78125,7515425,1322,0
Othel,15136,Colony,13.59375,-93.59375,2.46875,608700,7580,0
Otshirvani,15149,Extraction,48.1875,89.3125,-37.0625,3350235,9152,0
OU Geminorum,15151,Agriculture,11.34375,3.0625,-46.375,7781820237,19106,0
Pacap,15178,High Tech,42.0625,66.90625,-40.21875,29300622,18624,0
Pachita,15183,High Tech,108.5,2.34375,44.09375,8634891,2101,0
Paentun,15194,Industrial,154.71875,-192.125,70.40625,12048227,1952,0
Palliyar,15236,Refinery,-2.125,-109.3125,-22.65625,584953,14939,0
Pandra,15257,Agriculture,-41.125,54.71875,81.84375,661197042,19533,0
Panorua,15275,Agriculture,115.78125,1.59375,8.0625,1198127508,17463,0
Pareda,15310,Extraction,58.125,129.03125,29.71875,51551846,16980,0
Parenses,15316,High Tech,91.90625,-24.28125,-22.96875,9413551,18396,0
Parjanya,15329,High Tech,-17.65625,51.59375,33.375,44403295,1921,0
Parutis,15351,Agriculture,0.71875,10.71875,33.28125,3893839120,3994,0
Pastara,15352,Agriculture,17.9375,-149.5,-20.625,5742605805,8659,0
Patabracoc,15354,Military,70.28125,-93.15625,124.1875,503276,6310,0
Patanawi,15359,Agriculture,70.5625,35.21875,-88.46875,421000993,13883,0
Pathamon,15365,Extraction,-77.96875,-137.75,-88.6875,1481852,6172,0
Patocuda,15368,Agriculture,-81.9375,-100.46875,18.78125,6080131828,20103,0
Pemepatung,15441,Extraction,75.46875,-69.4375,-76.9375,1879054,761,0
Penapasoak,15449,Extraction,151.375,-174.03125,37.53125,5191426,20012,0
Pendilla,15452,High Tech,15.59375,133.75,25.53125,5629775,4756,0
Peneng Wa,15454,High Tech,-33.8125,-70.75,-31.59375,9037479,6222,0
Pequenenses,15466,Extraction,147.4375,-70.65625,83.78125,7786757,14393,0
Peraesii,15469,Agriculture,69.5625,-180.8125,36.59375,6249782383,3585,0
Perkana,15480,High Tech,-19.21875,42.5,-75.6875,12721281,12527,0
Perkunas,15484,High Tech,2,50.09375,38.4375,6398113,3178,0
Pfembali,15491,Extraction,85.125,-19.03125,-70.125,2288644,8360,0
Phanes,15492,Refinery,10.5,25.28125,-47.34375,1766377,7021,0
Phrasika,15521,Refinery,-26.84375,-100.46875,57.84375,548316,7582,0
Pichi Wang,15552,Extraction,-24.59375,-101.09375,116.46875,2807533,8417,0
Pi-fang,15569,Refinery,-34.65625,22.84375,-4.59375,7519999,28,0
Pilintana,15580,Refinery,100.5,0.65625,28,675523,19550,0
Pini,15597,Agriculture,121.8125,-55.90625,37.125,2803594350,1555,0
Pinibo,15598,Extraction,-44.40625,-56.71875,144.65625,2495988,1949,0
